M|2,5|Red|0,027|0,65|0,255|...
K|5,1|Orange|0,75|0,9|0,33|...
M|3,4|Red|0,373|0,39|0,349|...
M|2,5|Red|0,061|0,62|0,446|...
M|2,8|Red|0,27|0,44|0,113|...
G|5,3|Yellow|1|1|1,2|...
M|2,6|Red|0,051|0,59|0,738|...
M|3,7|Red|0,343|0,43|0,238|...
M|3,5|Red|0,434|0,5|0,197|...
M|3,6|Red|0,34|0,32|0,261|...
M|2,9|Red|0,163|0,46|0,362|...
M|3,5|Red|0,302|0,3|0,786|...
G|5,9|Yellow|1|1,1|0,9|...
M|3,2|Red|0,075|0,47|0,169|...
M|3,5|Red|0,399|0,21|0,648|...
M|2,6|Red|0,428|0,58|0,208|...
M|3,1|Red|0,09|0,58|0,709|...
M|3,2|Red|0,403|0,29|0,705|...
M|2,5|Red|0,025|0,5|0,179|...
M|3,6|Red|0,029|0,67|0,488|...
M|2,5|Red|0,417|0,56|0,56|...
M|2,8|Red|0,296|0,56|0,061|...
M|3,7|Red|0,132|0,28|0,772|...
M|3,5|Red|0,328|0,43|0,475|...
M|3,7|Red|0,197|0,53|0,598|...
K|4,6|Orange|0,64|0,8|0,29|...
M|2,6|Red|0,239|0,33|0,337|...
M|2,9|Red|0,163|0,35|0,141|...
K|4,6|Orange|0,73|0,71|0,21|...
M|3,1|Red|0,011|0,38|0,442|...
M|3,5|Red|0,321|0,4|0,147|...
M|2,5|Red|0,192|0,22|0,299|...
M|3,4|Red|0,224|0,42|0,018|...
M|3|Red|0,433|0,45|0,258|...
M|2,7|Red|0,289|0,44|0,451|...
M|3,6|Red|0,139|0,52|0,145|...
M|2,5|Red|0,053|0,57|0,781|...
M|2,5|Red|0,088|0,23|0,251|...
G|5,4|Yellow|0,8|1,1|0,9|...
M|3,1|Red|0,124|0,36|0,531|...
M|3,3|Red|0,337|0,43|0,073|...
M|3,5|Red|0,423|0,57|0,498|...
M|3,1|Red|0,412|0,28|0,392|...
M|3,6|Red|0,339|0,62|0,322|...
M|2,9|Red|0,186|0,44|0,256|...
M|3,5|Red|0,407|0,26|0,704|...
M|2,8|Red|0,052|0,64|0,623|...
M|2,7|Red|0,397|0,65|0,062|...
M|3,7|Red|0,298|0,63|0,05|...
K|4,6|Orange|0,54|0,75|0,34|...
M|3,4|Red|0,052|0,49|0,687|...
M|3,2|Red|0,103|0,64|0,309|...
K|4,4|Orange|0,67|0,96|0,41|...
M|2,9|Red|0,079|0,25|0,172|...
M|2,6|Red|0,083|0,6|0,112|...
M|3,4|Red|0,354|0,59|0,163|...
M|2,6|Red|0,119|0,21|0,191|...
M|3,1|Red|0,124|0,4|0,627|...
M|2,7|Red|0,29|0,64|0,542|...
G|5,8|Yellow|0,9|1|1,4|...
M|3|Red|0,266|0,43|0,656|...
M|2,8|Red|0,325|0,3|0,094|...
M|3|Red|0,222|0,29|0,366|...
M|2,6|Red|0,394|0,56|0,144|...
M|2,9|Red|0,293|0,25|0,5|...
M|3,3|Red|0,12|0,64|0,337|...
M|3,1|Red|0,085|0,52|0,606|...
M|3,4|Red|0,184|0,65|0,489|...
M|3,2|Red|0,146|0,27|0,505|...
G|5,7|Yellow|0,9|1,1|1,3|...
M|3,6|Red|0,33|0,45|0,734|...
M|3,4|Red|0,425|0,64|0,115|...
M|3,6|Red|0,241|0,48|0,352|...
M|3,5|Red|0,043|0,52|0,799|...
K|3,7|Orange|0,47|0,78|0,21|...
M|2,6|Red|0,375|0,57|0,214|...
M|3|Red|0,339|0,6|0,262|...
M|3,5|Red|0,264|0,3|0,319|...
M|3,3|Red|0,247|0,35|0,229|...
M|3,1|Red|0,088|0,28|0,596|...
K|4,7|Orange|0,68|0,85|0,38|...
M|2,9|Red|0,276|0,47|0,226|...
M|2,9|Red|0,381|0,57|0,126|...
K|4,6|Orange|0,69|0,74|0,33|...
K|4,2|Orange|0,5|0,74|0,13|...
G|5,6|Yellow|1|1,1|0,9|...
F|6,3|White|1|1,4|2,8|...
F|7,3|White|1,3|1,4|3,8|...
M|3,3|Red|0,187|0,51|0,151|...
M|2,6|Red|0,099|0,2|0,499|...
M|2,5|Red|0,356|0,52|0,596|...
M|3,5|Red|0,099|0,21|0,128|...
M|2,5|Red|0,249|0,47|0,499|...
K|4,7|Orange|0,75|0,95|0,15|...
M|3,5|Red|0,092|0,42|0,475|...
M|3|Red|0,38|0,26|0,088|...
M|3,2|Red|0,084|0,66|0,046|...
M|3,3|Red|0,127|0,37|0,448|...
M|3,3|Red|0,162|0,27|0,149|...
M|2,7|Red|0,099|0,36|0,712|...
G|5,5|Yellow|0,9|1|1|...
F|7,1|White|1,1|1,3|3,1|...
M|3,3|Red|0,261|0,27|0,353|...
M|3,2|Red|0,046|0,36|0,199|...
M|2,9|Red|0,435|0,67|0,171|...
M|2,6|Red|0,32|0,36|0,2|...
M|3,3|Red|0,313|0,33|0,729|...
M|3,5|Red|0,311|0,48|0,485|...
G|5,5|Yellow|1|1|1,3|...
M|2,7|Red|0,102|0,52|0,024|...
K|4,7|Orange|0,66|0,72|0,58|...
M|2,5|Red|0,069|0,56|0,648|...
M|2,9|Red|0,393|0,69|0,309|...
M|2,4|Red|0,2|0,54|0,783|...
G|5,9|Yellow|0,8|1|0,8|...
M|2,8|Red|0,129|0,38|0,762|...
M|3,7|Red|0,258|0,6|0,379|...
M|2,9|Red|0,18|0,69|0,687|...
M|3|Red|0,102|0,22|0,271|...
M|3,7|Red|0,289|0,67|0,436|...
M|2,7|Red|0,249|0,46|0,403|...
M|3,2|Red|0,405|0,51|0,571|...
M|3,2|Red|0,396|0,62|0,624|...
M|2,6|Red|0,336|0,67|0,697|...
F|6,9|White|1,3|1,4|1,7|...
M|2,8|Red|0,225|0,48|0,746|...
A|8,8|Blue white|1,6|1,8|9,9|...
M|3,6|Red|0,276|0,39|0,551|...
M|2,7|Red|0,327|0,65|0,162|...
M|3,4|Red|0,249|0,33|0,419|...
M|3,4|Red|0,037|0,34|0,782|...
M|3,1|Red|0,229|0,46|0,05|...
M|3,1|Red|0,212|0,47|0,771|...
M|3,4|Red|0,303|0,42|0,47|...
M|3,6|Red|0,441|0,38|0,412|...
M|2,4|Red|0,436|0,59|0,412|...
M|3,4|Red|0,326|0,52|0,245|...
K|5|Orange|0,57|0,75|0,15|...
K|4,7|Orange|0,7|0,77|0,4|...
M|2,9|Red|0,051|0,68|0,371|...
M|2,9|Red|0,412|0,58|0,052|...
M|3,4|Red|0,376|0,38|0,043|...
M|3,4|Red|0,328|0,69|0,406|...
M|3,3|Red|0,021|0,56|0,639|...
M|3,6|Red|0,419|0,23|0,287|...
M|3,4|Red|0,136|0,2|0,323|...
M|2,7|Red|0,01|0,61|0,237|...
M|2,5|Red|0,33|0,3|0,654|...
M|3,3|Red|0,046|0,4|0,132|...
M|3,2|Red|0,083|0,35|0,745|...
G|5,7|Yellow|0,8|1|1,2|...
K|3,8|Orange|0,8|0,73|0,26|...
M|3,3|Red|0,152|0,58|0,084|...
K|3,9|Orange|0,75|0,87|0,51|...
M|2,4|Red|0,368|0,57|0,748|...
M|2,5|Red|0,329|0,57|0,103|...
M|2,9|Red|0,307|0,63|0,442|...
M|3,5|Red|0,282|0,65|0,61|...
B|11|Deep blue white|2,3|4|25,4|...
M|3|Red|0,205|0,53|0,372|...
M|2,5|Red|0,429|0,24|0,774|...
M|3,6|Red|0,277|0,24|0,077|...
K|4,8|Orange|0,53|0,78|0,24|...
K|4|Orange|0,47|0,74|0,14|...
K|4,2|Orange|0,7|0,85|0,32|...
M|3,1|Red|0,183|0,22|0,352|...
M|2,8|Red|0,165|0,65|0,638|...
M|3,4|Red|0,393|0,41|0,385|...
M|3,7|Red|0,204|0,53|0,501|...
M|2,5|Red|0,245|0,55|0,353|...
M|3,7|Red|0,026|0,52|0,416|...
M|2,7|Red|0,383|0,5|0,686|...
F|7,1|White|1,1|1,3|3,6|...
M|3,7|Red|0,218|0,34|0,597|...
M|2,9|Red|0,131|0,61|0,435|...
M|2,8|Red|0,07|0,36|0,197|...
M|3,7|Red|0,228|0,63|0,33|...
M|3,3|Red|0,316|0,65|0,253|...
G|5,7|Yellow|0,9|1|1|...
M|3|Red|0,38|0,36|0,093|...
M|3,3|Red|0,385|0,46|0,458|...
B|26,8|Deep blue white|3,5|3,8|29,4|...
M|2,5|Red|0,147|0,25|0,063|...
M|2,4|Red|0,014|0,46|0,487|...
G|5,9|Yellow|0,9|1|1,4|...
G|5,8|Yellow|1|1|1,3|...
M|2,7|Red|0,231|0,51|0,303|...
A|7,6|Blue white|2,1|1,5|23,5|...
K|4,7|Orange|0,5|0,74|0,33|...
M|3,6|Red|0,133|0,64|0,725|...
M|3,6|Red|0,425|0,59|0,586|...
M|3,6|Red|0,293|0,25|0,761|...
M|3,6|Red|0,239|0,46|0,229|...
M|3|Red|0,447|0,29|0,039|...
M|3,3|Red|0,34|0,46|0,282|...
M|3,2|Red|0,305|0,65|0,119|...
M|2,6|Red|0,134|0,65|0,32|...
M|3,3|Red|0,137|0,39|0,244|...
G|5,4|Yellow|0,8|1,1|1,5|...
M|3,5|Red|0,043|0,41|0,538|...
M|3,3|Red|0,358|0,23|0,074|...
M|2,5|Red|0,362|0,31|0,759|...
M|3,2|Red|0,261|0,51|0,621|...
M|3,5|Red|0,325|0,27|0,665|...
M|3,4|Red|0,189|0,56|0,629|...
M|3,2|Red|0,082|0,35|0,33|...
M|2,6|Red|0,311|0,37|0,587|...
M|3,6|Red|0,338|0,53|0,534|...
K|4,3|Orange|0,53|0,81|0,31|...
M|2,5|Red|0,092|0,6|0,401|...
K|5,1|Orange|0,72|0,72|0,54|...
M|3,4|Red|0,183|0,39|0,683|...
M|2,8|Red|0,019|0,53|0,099|...
M|3,4|Red|0,105|0,31|0,782|...
M|3|Red|0,02|0,45|0,13|...
M|3,3|Red|0,44|0,39|0,689|...
K|4,2|Orange|0,6|0,78|0,46|...
F|6,9|White|1,3|1,3|2,6|...
G|5,5|Yellow|1|1,1|0,8|...
M|2,9|Red|0,079|0,56|0,265|...
M|3,5|Red|0,208|0,32|0,234|...
M|2,8|Red|0,234|0,41|0,525|...
M|3,4|Red|0,197|0,55|0,699|...
M|2,7|Red|0,221|0,65|0,557|...
M|3|Red|0,045|0,31|0,032|...
M|3|Red|0,11|0,68|0,132|...
M|3,2|Red|0,243|0,3|0,186|...
M|2,6|Red|0,057|0,41|0,109|...
M|2,7|Red|0,159|0,21|0,133|...
G|5,9|Yellow|0,9|1|1|...
F|6,6|White|1,3|1,2|3,7|...
M|2,6|Red|0,392|0,65|0,499|...
M|3,4|Red|0,195|0,63|0,471|...
A|9,9|Blue white|1,9|1,5|14|...
M|3,3|Red|0,104|0,47|0,44|...
K|4,5|Orange|0,62|0,76|0,29|...
M|3,5|Red|0,085|0,22|0,04|...
G|5,5|Yellow|1|1|0,9|...
G|5,7|Yellow|0,9|1|1,3|...
M|2,8|Red|0,067|0,66|0,488|...
K|3,7|Orange|0,73|0,9|0,28|...
M|3,6|Red|0,142|0,24|0,594|...
M|2,8|Red|0,239|0,43|0,601|...
K|4,3|Orange|0,51|0,7|0,13|...
M|3,5|Red|0,342|0,39|0,165|...
M|2,5|Red|0,251|0,52|0,416|...
M|2,7|Red|0,329|0,31|0,476|...
M|2,5|Red|0,081|0,6|0,514|...
M|2,5|Red|0,044|0,55|0,486|...
M|3,7|Red|0,358|0,3|0,183|...
M|2,8|Red|0,349|0,45|0,565|...
M|3,1|Red|0,085|0,3|0,279|...
M|2,5|Red|0,327|0,53|0,284|...
M|3,1|Red|0,158|0,4|0,23|...
M|3,7|Red|0,394|0,69|0,135|...
M|2,9|Red|0,114|0,28|0,182|...
M|3,1|Red|0,139|0,31|0,109|...
M|2,5|Red|0,384|0,63|0,184|...
G|5,7|Yellow|0,9|1,1|0,7|...
M|2,7|Red|0,081|0,37|0,102|...
M|3,4|Red|0,024|0,44|0,137|...
K|4,8|Orange|0,7|0,94|0,18|...
M|2,7|Red|0,163|0,43|0,397|...
M|3,2|Red|0,24|0,22|0,688|...
M|3,6|Red|0,447|0,25|0,037|...
M|3,5|Red|0,315|0,66|0,576|...
K|3,8|Orange|0,76|0,86|0,59|...
M|3,4|Red|0,424|0,45|0,503|...
M|2,5|Red|0,225|0,67|0,611|...
M|3,4|Red|0,376|0,33|0,586|...
M|2,7|Red|0,307|0,5|0,18|...
M|2,9|Red|0,266|0,33|0,48|...
G|5,6|Yellow|1|1,1|0,7|...
M|3,1|Red|0,257|0,29|0,659|...
M|3,3|Red|0,183|0,57|0,163|...
M|3,4|Red|0,426|0,64|0,675|...
M|3,2|Red|0,098|0,31|0,188|...
M|2,9|Red|0,065|0,48|0,617|...
M|3,6|Red|0,367|0,21|0,039|...
M|2,5|Red|0,388|0,67|0,383|...
F|7,3|White|1,4|1,3|2,8|...
M|3,7|Red|0,098|0,65|0,239|...
M|2,7|Red|0,078|0,23|0,731|...
K|5,1|Orange|0,72|0,76|0,09|...
M|3,2|Red|0,062|0,67|0,074|...
M|2,8|Red|0,36|0,58|0,064|...
M|2,6|Red|0,31|0,41|0,2|...
K|4|Orange|0,52|0,72|0,11|...
M|3,6|Red|0,368|0,47|0,386|...
B|18,3|Deep blue white|7,4|3|25,1|...
M|3,3|Red|0,23|0,24|0,13|...
M|2,8|Red|0,277|0,37|0,123|...
M|2,7|Red|0,24|0,6|0,653|...
G|5,9|Yellow|0,9|1,1|1,3|...
K|4,1|Orange|0,68|0,76|0,18|...
M|2,5|Red|0,153|0,2|0,736|...
K|5,1|Orange|0,51|0,91|0,26|...
M|3,6|Red|0,178|0,66|0,432|...
F|7,5|White|1,2|1,2|2,4|...
M|3,6|Red|0,386|0,53|0,412|...
M|3,5|Red|0,235|0,69|0,293|...
M|3,1|Red|0,391|0,2|0,765|...
G|5,7|Yellow|0,8|1,1|1,3|...
M|2,6|Red|0,173|0,61|0,138|...
M|3,4|Red|0,444|0,67|0,453|...
G|6|Yellow|0,9|1,1|1,1|...
M|2,6|Red|0,138|0,3|0,309|...
M|2,8|Red|0,231|0,53|0,127|...
M|3,4|Red|0,239|0,53|0,487|...
M|2,8|Red|0,443|0,65|0,026|...
M|2,6|Red|0,316|0,54|0,128|...
M|3,1|Red|0,159|0,69|0,715|...
M|2,9|Red|0,373|0,63|0,753|...
K|4,8|Orange|0,64|0,71|0,24|...
M|2,5|Red|0,416|0,56|0,03|...
M|3,6|Red|0,318|0,4|0,3|...
M|3,5|Red|0,366|0,5|0,715|...
M|2,7|Red|0,412|0,38|0,248|...
M|3,5|Red|0,126|0,6|0,625|...
M|3,2|Red|0,291|0,61|0,591|...
M|2,9|Red|0,138|0,32|0,789|...
M|3,3|Red|0,169|0,48|0,263|...
G|5,9|Yellow|0,9|1,1|1,1|...
M|3,3|Red|0,109|0,23|0,197|...
M|3,3|Red|0,434|0,46|0,421|...
M|2,4|Red|0,088|0,38|0,417|...
G|5,2|Yellow|1|1|0,9|...
M|3|Red|0,256|0,66|0,272|...
M|3,2|Red|0,263|0,7|0,331|...
K|4,3|Orange|0,55|0,84|0,43|...
M|2,8|Red|0,4|0,47|0,405|...
M|2,9|Red|0,015|0,36|0,083|...
M|2,9|Red|0,186|0,53|0,196|...
M|2,9|Red|0,041|0,43|0,22|...
K|4,1|Orange|0,78|0,71|0,19|...
M|2,9|Red|0,355|0,57|0,673|...
